psa,offense_group,offense_text,shift,method,district,ward,year,month,day_of_week,latitude,longitude
303.0,property,BURGLARY,evening,others,3.0,1.0,2023,10.0,Monday,38.921623045,-77.0423654641
107.0,property,THEFT/OTHER,day,others,1.0,6.0,2023,1.0,Friday,38.8886737352,-76.9973143575
501.0,property,THEFT F/AUTO,evening,others,5.0,6.0,2023,1.0,Monday,38.9037175989,-76.9943624199
704.0,property,MOTOR VEHICLE THEFT,day,others,7.0,8.0,2023,1.0,Tuesday,38.8470148655,-76.9693692861
302.0,property,THEFT F/AUTO,evening,others,3.0,1.0,2023,5.0,Saturday,38.9318379598,-77.0297214187
307.0,property,THEFT F/AUTO,midnight,others,3.0,2.0,2023,5.0,Sunday,38.9140827746,-77.0288607648
604.0,property,BURGLARY,day,others,6.0,7.0,2023,5.0,Sunday,38.8834985163,-76.9275735826
301.0,property,THEFT F/AUTO,midnight,others,3.0,1.0,2023,7.0,Sunday,38.9175550432,-77.0319511026
209.0,property,THEFT F/AUTO,day,others,2.0,2.0,2023,8.0,Wednesday,38.9007713242,-77.0319616845
505.0,property,THEFT/OTHER,evening,others,5.0,5.0,2023,8.0,Thursday,38.9201570109,-76.9903059701
303.0,violent,ROBBERY,midnight,others,3.0,1.0,2023,4.0,Sunday,38.9253494262,-77.0384601915
501.0,property,THEFT/OTHER,evening,others,5.0,6.0,2023,2.0,Friday,38.9025105398,-76.9957920615
209.0,property,THEFT F/AUTO,midnight,others,2.0,2.0,2023,2.0,Sunday,38.8967328794,-77.0280929197
108.0,property,THEFT F/AUTO,evening,others,1.0,6.0,2023,2.0,Thursday,38.8911866956,-76.9902483536
203.0,property,THEFT F/AUTO,day,others,2.0,3.0,2023,2.0,Monday,38.9562189666,-77.0634320005
207.0,property,THEFT/OTHER,evening,knife,2.0,2.0,2023,2.0,Friday,38.901006259,-77.0457791014
104.0,violent,ROBBERY,midnight,gun,1.0,6.0,2023,5.0,Saturday,38.9002044763,-77.0000461129
503.0,property,THEFT F/AUTO,evening,others,5.0,5.0,2023,5.0,Monday,38.9223621405,-76.9741802819
504.0,property,MOTOR VEHICLE THEFT,day,others,5.0,5.0,2023,5.0,Wednesday,38.9300667409,-76.990808156
305.0,property,MOTOR VEHICLE THEFT,evening,others,3.0,1.0,2023,5.0,Thursday,38.9155691497,-77.0288613663
208.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,5.0,Friday,38.9093576286,-77.0441472433
603.0,violent,ROBBERY,evening,gun,6.0,7.0,2023,1.0,Wednesday,38.8926699714,-76.9459152735
708.0,violent,ASSAULT W/DANGEROUS WEAPON,evening,knife,7.0,8.0,2023,4.0,Tuesday,38.8193805884,-77.0089127485
208.0,property,THEFT/OTHER,midnight,others,2.0,2.0,2023,2.0,Sunday,38.9099253533,-77.043617224
308.0,property,THEFT/OTHER,evening,others,3.0,2.0,2023,2.0,Tuesday,38.9041572724,-77.0209133608
602.0,property,THEFT/OTHER,day,others,6.0,7.0,2023,1.0,Tuesday,38.9088705977,-76.935272671
305.0,property,THEFT F/AUTO,day,others,3.0,1.0,2023,1.0,Saturday,38.9161379859,-77.0229462951
605.0,property,THEFT/OTHER,day,others,6.0,7.0,2023,9.0,Friday,38.8729310444,-76.9656013966
607.0,property,MOTOR VEHICLE THEFT,evening,others,6.0,8.0,2023,4.0,Wednesday,38.8688358221,-76.9815053302
308.0,property,THEFT F/AUTO,evening,others,3.0,2.0,2023,4.0,Wednesday,38.9103820377,-77.0209267159
503.0,property,BURGLARY,day,others,5.0,5.0,2023,6.0,Thursday,38.921028145,-76.9709288557
606.0,property,MOTOR VEHICLE THEFT,day,others,6.0,7.0,2023,6.0,Saturday,38.854291662,-76.9624536765
105.0,property,MOTOR VEHICLE THEFT,evening,others,1.0,6.0,2023,6.0,Sunday,38.8740338149,-77.0175625731
301.0,property,THEFT/OTHER,evening,others,3.0,2.0,2023,6.0,Tuesday,38.9129719746,-77.0384881078
302.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,6.0,Wednesday,38.9297396687,-77.0270679537
704.0,property,THEFT/OTHER,evening,others,7.0,8.0,2023,6.0,Friday,38.8464664678,-76.9739204722
207.0,property,THEFT F/AUTO,midnight,others,2.0,2.0,2023,5.0,Saturday,38.9025249221,-77.040567188
507.0,violent,ROBBERY,midnight,gun,5.0,7.0,2023,1.0,Wednesday,38.8986072862,-76.974834446
607.0,violent,ROBBERY,midnight,gun,6.0,7.0,2023,6.0,Thursday,38.8744733882,-76.9728377689
701.0,property,MOTOR VEHICLE THEFT,midnight,others,7.0,8.0,2023,2.0,Friday,38.8652151369,-76.9865992463
305.0,property,THEFT F/AUTO,midnight,others,3.0,1.0,2023,2.0,Saturday,38.9148306546,-77.0280885179
403.0,property,THEFT F/AUTO,evening,others,4.0,4.0,2023,1.0,Saturday,38.9518719115,-77.0315640886
705.0,property,MOTOR VEHICLE THEFT,evening,others,7.0,8.0,2023,1.0,Monday,38.8395234322,-76.99003656
406.0,property,BURGLARY,evening,others,4.0,5.0,2023,1.0,Wednesday,38.9530832789,-77.0006345228
302.0,property,MOTOR VEHICLE THEFT,midnight,others,3.0,1.0,2023,1.0,Friday,38.9286306144,-77.0312078159
104.0,property,MOTOR VEHICLE THEFT,evening,others,1.0,6.0,2023,2.0,Thursday,38.900194976,-76.9892787513
209.0,property,THEFT/OTHER,day,others,2.0,2.0,2023,3.0,Thursday,38.8983091573,-77.0288543832
507.0,property,THEFT/OTHER,day,others,5.0,5.0,2023,5.0,Thursday,38.8996082789,-76.9803906515
401.0,property,MOTOR VEHICLE THEFT,evening,others,4.0,4.0,2023,1.0,Tuesday,38.9753229554,-77.0198956127
606.0,property,MOTOR VEHICLE THEFT,day,others,6.0,7.0,2023,1.0,Sunday,38.8623597506,-76.9529091215
409.0,property,THEFT F/AUTO,day,others,4.0,1.0,2023,5.0,Friday,38.9291102613,-77.0214050611
307.0,property,THEFT F/AUTO,evening,others,3.0,2.0,2023,5.0,Sunday,38.9129745559,-77.0296328458
705.0,property,THEFT F/AUTO,day,others,7.0,8.0,2023,6.0,Friday,38.8402353506,-76.9936187274
604.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,knife,6.0,7.0,2023,1.0,Thursday,38.8857135514,-76.925934658
708.0,violent,ASSAULT W/DANGEROUS WEAPON,day,others,7.0,8.0,2023,2.0,Tuesday,38.8269118222,-77.0066795082
108.0,property,MOTOR VEHICLE THEFT,day,others,1.0,6.0,2023,6.0,Tuesday,38.892789694,-76.9855105261
405.0,property,THEFT/OTHER,day,others,4.0,5.0,2023,6.0,Friday,38.9312193367,-77.0139206211
106.0,property,THEFT/OTHER,day,others,1.0,6.0,2023,1.0,Thursday,38.8819894845,-76.9961851313
307.0,property,MOTOR VEHICLE THEFT,day,others,3.0,2.0,2023,1.0,Sunday,38.9064353666,-77.0259868914
501.0,property,BURGLARY,evening,others,5.0,6.0,2023,1.0,Wednesday,38.9025105817,-77.0028129781
305.0,property,THEFT F/AUTO,midnight,others,3.0,1.0,2023,1.0,Sunday,38.9140836673,-77.0249865273
608.0,property,MOTOR VEHICLE THEFT,evening,others,6.0,7.0,2023,2.0,Monday,38.89107887,-76.9348853764
605.0,property,THEFT F/AUTO,midnight,others,6.0,7.0,2023,2.0,Wednesday,38.8711246474,-76.9522004025
104.0,property,MOTOR VEHICLE THEFT,day,others,1.0,6.0,2023,3.0,Wednesday,38.9001952707,-76.9932098758
103.0,property,THEFT F/AUTO,evening,others,1.0,2.0,2023,1.0,Friday,38.8920760394,-77.0259931878
608.0,property,MOTOR VEHICLE THEFT,day,others,6.0,7.0,2023,1.0,Tuesday,38.8923629142,-76.9278181767
507.0,violent,ROBBERY,midnight,gun,5.0,5.0,2023,6.0,Friday,38.8979127122,-76.970834525
302.0,property,THEFT F/AUTO,day,others,3.0,1.0,2023,6.0,Wednesday,38.9298001684,-77.0364789141
503.0,property,THEFT F/AUTO,day,others,5.0,5.0,2023,6.0,Wednesday,38.9241960583,-76.9606293943
304.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,gun,3.0,1.0,2023,5.0,Sunday,38.9241442079,-77.0321860807
406.0,property,THEFT/OTHER,day,others,4.0,5.0,2023,1.0,Monday,38.9534165771,-77.0014882513
603.0,property,THEFT F/AUTO,evening,others,6.0,7.0,2023,5.0,Monday,38.8933460852,-76.946975256
401.0,property,THEFT F/AUTO,day,others,4.0,4.0,2023,5.0,Thursday,38.9804112928,-77.0264986016
402.0,property,MOTOR VEHICLE THEFT,day,others,4.0,4.0,2023,5.0,Friday,38.9668426872,-77.0349054919
106.0,property,MOTOR VEHICLE THEFT,evening,others,1.0,6.0,2023,3.0,Thursday,38.8812688452,-76.9973261614
505.0,property,THEFT/OTHER,evening,others,5.0,5.0,2023,3.0,Wednesday,38.918247953,-76.9925854753
305.0,property,THEFT F/AUTO,midnight,others,3.0,1.0,2023,5.0,Friday,38.9162809962,-77.0280890891
503.0,property,THEFT/OTHER,midnight,others,5.0,5.0,2023,5.0,Sunday,38.9204517683,-76.9715633231
307.0,property,THEFT F/AUTO,day,others,3.0,2.0,2023,6.0,Friday,38.9091026713,-77.0219178916
204.0,property,THEFT F/AUTO,evening,others,2.0,3.0,2023,6.0,Wednesday,38.9254333462,-77.070889083
703.0,violent,ROBBERY,day,others,7.0,8.0,2023,5.0,Tuesday,38.8622790504,-76.9948841876
301.0,property,THEFT/OTHER,day,others,3.0,2.0,2023,1.0,Wednesday,38.9126022668,-77.0395832802
404.0,property,THEFT F/AUTO,evening,others,4.0,4.0,2023,1.0,Wednesday,38.9376043962,-77.0249140304
106.0,property,THEFT/OTHER,evening,others,1.0,8.0,2023,1.0,Friday,38.8713594074,-77.0073750824
405.0,property,MOTOR VEHICLE THEFT,evening,others,4.0,5.0,2023,3.0,Friday,38.9328075718,-76.9970384286
302.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,4.0,Tuesday,38.9271806669,-77.0297079449
104.0,property,THEFT F/AUTO,evening,others,1.0,6.0,2023,4.0,Wednesday,38.900195113,-76.9908927027
409.0,violent,ROBBERY,evening,gun,4.0,1.0,2023,5.0,Sunday,38.9309112037,-77.0250270237
706.0,violent,ASSAULT W/DANGEROUS WEAPON,evening,gun,7.0,8.0,2023,3.0,Saturday,38.837298405,-76.9907740269
605.0,violent,ROBBERY,midnight,others,6.0,7.0,2023,1.0,Monday,38.8692547276,-76.9408858448
403.0,violent,ROBBERY,midnight,others,4.0,4.0,2023,9.0,Monday,38.9551509959,-77.0341820426
407.0,property,THEFT F/AUTO,day,others,4.0,4.0,2023,5.0,Wednesday,38.9499014773,-77.0209844625
502.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,5.0,2023,5.0,Sunday,38.9136989278,-77.0035052438
501.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,6.0,2023,5.0,Sunday,38.9056424003,-77.007474088
402.0,property,THEFT F/AUTO,evening,others,4.0,4.0,2023,5.0,Monday,38.9690315792,-77.0352758235
206.0,property,THEFT/OTHER,day,others,2.0,2.0,2023,3.0,Thursday,38.9051505514,-77.0639976245
504.0,property,MOTOR VEHICLE THEFT,day,others,5.0,5.0,2023,1.0,Friday,38.9361650551,-76.9874971002
301.0,property,MOTOR VEHICLE THEFT,evening,others,3.0,2.0,2023,1.0,Friday,38.9118642678,-77.0375074505
704.0,property,BURGLARY,day,others,7.0,8.0,2023,5.0,Thursday,38.849727226,-76.9726743837
507.0,property,MOTOR VEHICLE THEFT,midnight,others,5.0,7.0,2023,5.0,Friday,38.8970390717,-76.9715265451
103.0,property,THEFT F/AUTO,evening,others,1.0,6.0,2023,5.0,Monday,38.8838828674,-77.0245692132
302.0,property,MOTOR VEHICLE THEFT,evening,others,3.0,1.0,2023,6.0,Friday,38.9277307672,-77.0272747793
607.0,property,THEFT F/AUTO,day,others,6.0,8.0,2023,1.0,Thursday,38.8734289027,-76.9750277076
603.0,violent,ROBBERY,evening,others,6.0,7.0,2023,4.0,Monday,38.8944733045,-76.9496256975
308.0,property,THEFT/OTHER,evening,others,3.0,5.0,2023,5.0,Tuesday,38.914076849,-77.0106080308
608.0,property,THEFT F/AUTO,day,others,6.0,7.0,2023,5.0,Wednesday,38.9034406703,-76.9238295472
506.0,property,THEFT F/AUTO,evening,others,5.0,5.0,2023,5.0,Wednesday,38.9158419424,-76.9845487901
501.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,6.0,2023,6.0,Thursday,38.9042040374,-77.0058912537
301.0,property,THEFT/OTHER,midnight,others,3.0,2.0,2023,6.0,Saturday,38.9114965746,-77.0319613022
305.0,property,THEFT F/AUTO,evening,others,3.0,1.0,2023,6.0,Saturday,38.9148306546,-77.0280885179
404.0,property,THEFT/OTHER,midnight,others,4.0,4.0,2023,4.0,Thursday,38.9373412271,-77.0327341472
502.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,5.0,2023,4.0,Tuesday,38.9212929952,-77.0013030748
402.0,property,THEFT F/AUTO,day,others,4.0,4.0,2023,4.0,Wednesday,38.9619995421,-77.0211726361
104.0,violent,ROBBERY,midnight,gun,1.0,6.0,2023,1.0,Tuesday,38.9007629842,-76.9984436773
502.0,violent,ASSAULT W/DANGEROUS WEAPON,evening,others,5.0,5.0,2023,10.0,Monday,38.9111150641,-77.0035739508
307.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,knife,3.0,2.0,2023,4.0,Thursday,38.9056430562,-77.0240035966
207.0,property,THEFT/OTHER,day,others,2.0,2.0,2023,3.0,Thursday,38.9013259138,-77.0328098474
502.0,property,THEFT F/AUTO,day,others,5.0,5.0,2023,4.0,Friday,38.9245089657,-77.0013031335
107.0,property,MOTOR VEHICLE THEFT,midnight,others,1.0,7.0,2023,2.0,Friday,38.8875915151,-76.9829412418
202.0,property,THEFT/OTHER,day,others,2.0,3.0,2023,2.0,Monday,38.9523382877,-77.0754266742
107.0,property,THEFT F/AUTO,evening,others,1.0,7.0,2023,1.0,Saturday,38.8886627111,-76.9781344931
604.0,property,THEFT/OTHER,evening,others,6.0,7.0,2023,1.0,Friday,38.8847351031,-76.9316178586
506.0,property,THEFT/OTHER,day,others,5.0,5.0,2023,1.0,Thursday,38.9062484374,-76.9877329283
103.0,property,MOTOR VEHICLE THEFT,midnight,others,1.0,6.0,2023,4.0,Friday,38.8812770775,-77.013726475
303.0,property,THEFT F/AUTO,day,others,3.0,1.0,2023,5.0,Tuesday,38.9188873076,-77.0470705482
303.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,7.0,Thursday,38.9256349107,-77.0402992921
106.0,property,THEFT F/AUTO,evening,others,1.0,6.0,2023,9.0,Wednesday,38.8788464615,-77.0074614853
501.0,property,THEFT/OTHER,evening,others,5.0,5.0,2023,9.0,Friday,38.9087187345,-77.0041880126
108.0,property,THEFT/OTHER,evening,others,1.0,6.0,2023,4.0,Monday,38.8897998057,-77.0013140261
107.0,property,THEFT F/AUTO,evening,others,1.0,6.0,2023,3.0,Sunday,38.8886737352,-76.9973143575
306.0,property,MOTOR VEHICLE THEFT,evening,others,3.0,1.0,2023,3.0,Saturday,38.926137252,-77.0228111238
503.0,property,THEFT F/AUTO,evening,others,5.0,5.0,2023,1.0,Wednesday,38.9367551633,-76.9654437283
704.0,violent,ASSAULT W/DANGEROUS WEAPON,evening,gun,7.0,8.0,2023,6.0,Friday,38.8481611123,-76.9792528014
303.0,property,THEFT/OTHER,evening,others,3.0,1.0,2023,1.0,Tuesday,38.9238622318,-77.0408811202
305.0,property,THEFT F/AUTO,evening,others,3.0,1.0,2023,1.0,Friday,38.9169919745,-77.0307876091
302.0,property,THEFT F/AUTO,midnight,others,3.0,1.0,2023,1.0,Saturday,38.9288013784,-77.0326494969
605.0,property,THEFT F/AUTO,day,others,6.0,7.0,2023,1.0,Sunday,38.8729310444,-76.9656013966
601.0,property,MOTOR VEHICLE THEFT,day,others,6.0,7.0,2023,1.0,Monday,38.8984823319,-76.9503375994
505.0,property,THEFT/OTHER,day,others,5.0,5.0,2023,1.0,Monday,38.9201485438,-76.9903135821
403.0,property,THEFT F/AUTO,day,others,4.0,4.0,2023,2.0,Thursday,38.9523350464,-77.0113174604
602.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,gun,6.0,7.0,2023,3.0,Sunday,38.8966524619,-76.94765293
507.0,property,THEFT/OTHER,day,others,5.0,7.0,2023,7.0,Friday,38.8966405258,-76.9744499717
507.0,property,MOTOR VEHICLE THEFT,day,others,5.0,7.0,2023,4.0,Sunday,38.8965444745,-76.9753193344
104.0,property,THEFT/OTHER,day,others,1.0,6.0,2023,4.0,Sunday,38.8981234923,-77.0035160063
601.0,property,THEFT/OTHER,day,others,6.0,7.0,2023,2.0,Tuesday,38.9008675863,-76.9459205865
602.0,property,MOTOR VEHICLE THEFT,evening,others,6.0,7.0,2023,3.0,Sunday,38.8983436913,-76.9265671087
201.0,property,THEFT/OTHER,day,others,2.0,3.0,2023,3.0,Wednesday,38.9644454663,-77.0753125628
207.0,property,THEFT F/AUTO,midnight,others,2.0,2.0,2023,4.0,Saturday,38.9047469991,-77.0395558631
706.0,property,THEFT/OTHER,evening,others,7.0,8.0,2023,4.0,Monday,38.8291999166,-76.9923989368
104.0,property,THEFT F/AUTO,midnight,others,1.0,6.0,2023,4.0,Wednesday,38.8996899679,-76.9844715917
608.0,property,MOTOR VEHICLE THEFT,evening,others,6.0,7.0,2023,1.0,Thursday,38.8910609724,-76.9205230597
702.0,property,THEFT F/AUTO,evening,others,7.0,8.0,2023,1.0,Tuesday,38.851553765,-76.964586385
607.0,property,THEFT F/AUTO,day,others,6.0,7.0,2023,1.0,Friday,38.8737980946,-76.9743246168
304.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,1.0,Friday,38.9241442079,-77.0321860807
503.0,property,THEFT/OTHER,day,others,5.0,5.0,2023,10.0,Thursday,38.9245894783,-76.9531331516
401.0,property,THEFT/OTHER,evening,others,4.0,4.0,2023,2.0,Wednesday,38.974837325,-77.0143330525
107.0,violent,ROBBERY,day,gun,1.0,6.0,2023,4.0,Wednesday,38.8851334424,-76.9973260165
704.0,violent,HOMICIDE,midnight,gun,7.0,8.0,2023,4.0,Thursday,38.84925205,-76.9852889632
603.0,property,THEFT/OTHER,evening,others,6.0,7.0,2023,4.0,Tuesday,38.8897870573,-76.9580556016
507.0,property,THEFT/OTHER,midnight,others,5.0,5.0,2023,4.0,Sunday,38.9008688036,-76.9768626349
108.0,property,THEFT F/AUTO,day,others,1.0,7.0,2023,4.0,Tuesday,38.8926528259,-76.9751593026
507.0,property,THEFT F/AUTO,evening,others,5.0,5.0,2023,1.0,Sunday,38.902499813,-76.9795252118
404.0,property,THEFT/OTHER,day,others,4.0,4.0,2023,12.0,Friday,38.9450536936,-77.0274082973
301.0,property,MOTOR VEHICLE THEFT,evening,others,3.0,1.0,2023,3.0,Monday,38.9175494435,-77.0345354346
105.0,property,THEFT F/AUTO,evening,others,1.0,6.0,2023,1.0,Monday,38.8641612851,-77.0121907034
203.0,property,THEFT F/AUTO,day,others,2.0,3.0,2023,3.0,Monday,38.9368370506,-77.0557676142
504.0,property,MOTOR VEHICLE THEFT,day,others,5.0,5.0,2023,1.0,Friday,38.9354532771,-76.9864015021
107.0,violent,ROBBERY,evening,others,1.0,6.0,2023,2.0,Thursday,38.8845388465,-76.9958622756
708.0,property,THEFT F/AUTO,evening,others,7.0,8.0,2023,2.0,Monday,38.8255965632,-77.0070594192
104.0,property,MOTOR VEHICLE THEFT,day,others,1.0,6.0,2023,2.0,Tuesday,38.8995558567,-77.0020404774
201.0,property,THEFT F/AUTO,day,others,2.0,3.0,2023,2.0,Thursday,38.967284114,-77.0736654741
302.0,property,MOTOR VEHICLE THEFT,evening,others,3.0,1.0,2023,2.0,Thursday,38.9295130123,-77.0327305535
206.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,2.0,Monday,38.9116356821,-77.065583064
208.0,property,THEFT F/AUTO,evening,others,2.0,2.0,2023,2.0,Saturday,38.9146002045,-77.0448769134
305.0,property,MOTOR VEHICLE THEFT,midnight,others,3.0,1.0,2023,3.0,Saturday,38.9162809962,-77.0280890891
308.0,property,THEFT F/AUTO,day,others,3.0,5.0,2023,2.0,Thursday,38.9072302777,-77.0129128848
306.0,property,THEFT/OTHER,evening,others,3.0,5.0,2023,2.0,Tuesday,38.9183823926,-77.0146676411
301.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,gun,3.0,2.0,2023,4.0,Wednesday,38.9140904264,-77.0339111142
106.0,property,THEFT F/AUTO,midnight,others,1.0,6.0,2023,4.0,Wednesday,38.8812687403,-76.9943757187
209.0,property,THEFT/OTHER,midnight,others,2.0,2.0,2023,1.0,Wednesday,38.8967328794,-77.0280929197
203.0,property,THEFT/OTHER,day,others,2.0,3.0,2023,1.0,Thursday,38.9348242806,-77.0580805327
103.0,property,THEFT/OTHER,midnight,others,1.0,6.0,2023,1.0,Thursday,38.8798953144,-77.0253666341
104.0,violent,ROBBERY,midnight,gun,1.0,6.0,2023,8.0,Monday,38.898520661,-76.9961679929
208.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,others,2.0,2.0,2023,7.0,Sunday,38.9099274291,-77.0436069637
105.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,gun,1.0,6.0,2023,8.0,Tuesday,38.8685681462,-77.005908247
304.0,violent,ROBBERY,evening,others,3.0,1.0,2023,1.0,Thursday,38.9202800079,-77.0308120916
404.0,property,MOTOR VEHICLE THEFT,day,others,4.0,4.0,2023,8.0,Wednesday,38.9397377585,-77.0312168303
302.0,property,THEFT/OTHER,evening,others,3.0,1.0,2023,8.0,Thursday,38.9303437881,-77.0379923349
202.0,property,THEFT/OTHER,midnight,others,2.0,3.0,2023,8.0,Friday,38.9474950334,-77.0794370733
305.0,property,THEFT F/AUTO,midnight,others,3.0,1.0,2023,8.0,Sunday,38.9181127012,-77.0307864786
303.0,violent,ROBBERY,midnight,knife,3.0,1.0,2023,8.0,Friday,38.9238698908,-77.0408755892
607.0,violent,ASSAULT W/DANGEROUS WEAPON,day,knife,6.0,8.0,2023,3.0,Saturday,38.867259084,-76.9798925322
602.0,property,MOTOR VEHICLE THEFT,day,others,6.0,7.0,2023,1.0,Sunday,38.8985176509,-76.9311665844
207.0,property,THEFT F/AUTO,day,others,2.0,2.0,2023,1.0,Monday,38.9020398748,-77.0514172131
306.0,property,THEFT F/AUTO,day,others,3.0,1.0,2023,1.0,Sunday,38.9157152568,-77.0192793859
506.0,property,THEFT F/AUTO,day,others,5.0,5.0,2023,3.0,Monday,38.9020054354,-76.9870995895
604.0,property,MOTOR VEHICLE THEFT,day,others,6.0,7.0,2023,3.0,Sunday,38.8834985163,-76.9275735826
305.0,violent,ROBBERY,evening,gun,3.0,1.0,2023,6.0,Saturday,38.916992466,-77.0288619423
507.0,violent,ROBBERY,evening,gun,5.0,7.0,2023,8.0,Sunday,38.8986142204,-76.974824299
302.0,violent,ASSAULT W/DANGEROUS WEAPON,evening,knife,3.0,1.0,2023,1.0,Tuesday,38.9306297339,-77.0338151818
501.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,5.0,2023,1.0,Thursday,38.9071769302,-76.99839742
101.0,property,THEFT/OTHER,day,others,1.0,6.0,2023,8.0,Saturday,38.9025202624,-77.0194173908
107.0,property,THEFT/OTHER,midnight,others,1.0,7.0,2023,6.0,Thursday,38.8853572447,-76.9766267753
704.0,property,THEFT F/AUTO,evening,others,7.0,8.0,2023,1.0,Friday,38.8499992437,-76.9817060524
103.0,property,MOTOR VEHICLE THEFT,evening,others,1.0,6.0,2023,8.0,Sunday,38.8794732425,-77.0237910334
102.0,property,THEFT F/AUTO,evening,others,1.0,6.0,2023,8.0,Saturday,38.8989124858,-77.0081160699
507.0,violent,ROBBERY,day,gun,5.0,7.0,2023,6.0,Monday,38.8983998268,-76.9736240861
103.0,violent,ROBBERY,midnight,gun,1.0,6.0,2023,7.0,Tuesday,38.8766095806,-77.0213777882
602.0,property,BURGLARY,day,others,6.0,7.0,2023,7.0,Monday,38.8990579582,-76.9443683346
706.0,violent,HOMICIDE,midnight,gun,7.0,8.0,2023,9.0,Monday,38.8333902827,-76.9922401259
507.0,violent,ROBBERY,evening,others,5.0,7.0,2023,9.0,Tuesday,38.8947776683,-76.9755996202
301.0,violent,ROBBERY,day,gun,3.0,2.0,2023,6.0,Sunday,38.9114965746,-77.0319613022
706.0,violent,ROBBERY,evening,gun,7.0,8.0,2023,6.0,Monday,38.8309477561,-76.9965794378
308.0,violent,ROBBERY,midnight,others,3.0,5.0,2023,7.0,Saturday,38.9114825787,-77.0090510883
603.0,violent,ROBBERY,midnight,gun,6.0,7.0,2023,7.0,Tuesday,38.8897761049,-76.9413990624
306.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,gun,3.0,1.0,2023,2.0,Tuesday,38.9243281745,-77.0121548606
701.0,property,MOTOR VEHICLE THEFT,evening,others,7.0,8.0,2023,6.0,Tuesday,38.865106259,-76.9809993041
305.0,property,THEFT F/AUTO,midnight,others,3.0,1.0,2023,6.0,Sunday,38.9208583179,-77.0231092559
502.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,5.0,2023,6.0,Thursday,38.920932635,-76.9971632321
208.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,6.0,Thursday,38.9096495011,-77.0332633366
302.0,property,MOTOR VEHICLE THEFT,evening,others,3.0,1.0,2023,5.0,Monday,38.9312418274,-77.0354070599
608.0,property,THEFT F/AUTO,day,others,6.0,7.0,2023,5.0,Thursday,38.8918885932,-76.9188507391
403.0,property,MOTOR VEHICLE THEFT,evening,others,4.0,4.0,2023,2.0,Tuesday,38.9572529221,-77.0166485445
607.0,property,THEFT F/AUTO,day,others,6.0,8.0,2023,2.0,Wednesday,38.8675752799,-76.9860802701
308.0,property,THEFT F/AUTO,day,others,3.0,2.0,2023,2.0,Thursday,38.91259835,-77.0194169061
102.0,property,THEFT F/AUTO,evening,others,1.0,6.0,2023,2.0,Tuesday,38.9002039928,-77.0106290242
206.0,property,THEFT/OTHER,day,others,2.0,2.0,2023,5.0,Thursday,38.9162194455,-77.0681701824
208.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,5.0,Tuesday,38.9072392579,-77.0477315645
607.0,property,MOTOR VEHICLE THEFT,evening,others,6.0,8.0,2023,4.0,Wednesday,38.868529649,-76.9822313654
603.0,property,THEFT/OTHER,midnight,others,6.0,7.0,2023,4.0,Wednesday,38.8897870573,-76.9580556016
501.0,property,THEFT F/AUTO,evening,others,5.0,6.0,2023,5.0,Wednesday,38.9072307509,-77.007494085
503.0,property,THEFT F/AUTO,day,others,5.0,5.0,2023,5.0,Wednesday,38.9208026055,-76.9696258818
601.0,property,MOTOR VEHICLE THEFT,evening,others,6.0,7.0,2023,1.0,Tuesday,38.9119993679,-76.940688995
503.0,property,MOTOR VEHICLE THEFT,day,others,5.0,5.0,2023,8.0,Wednesday,38.9367586756,-76.9654406123
505.0,property,THEFT/OTHER,midnight,others,5.0,5.0,2023,4.0,Sunday,38.919166605,-76.9899447141
305.0,property,THEFT F/AUTO,evening,others,3.0,1.0,2023,4.0,Wednesday,38.9148227693,-77.022945872
505.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,gun,5.0,5.0,2023,5.0,Monday,38.923256027,-76.98641536
409.0,violent,ASSAULT W/DANGEROUS WEAPON,evening,gun,4.0,1.0,2023,5.0,Wednesday,38.9289570047,-77.0247279823
701.0,violent,ROBBERY,evening,gun,7.0,8.0,2023,5.0,Friday,38.864025004,-76.9795477718
301.0,violent,ROBBERY,day,others,3.0,1.0,2023,8.0,Friday,38.9191293249,-77.0346092255
