psa,offense_group,offense_text,shift,method,district,ward,year,month,day_of_week,latitude,longitude
704.0,violent,HOMICIDE,midnight,gun,7.0,8.0,2023,2.0,Thursday,38.8506559459,-76.9765909045
405.0,violent,ASSAULT W/DANGEROUS WEAPON,day,others,4.0,5.0,2023,6.0,Friday,38.934972488,-76.9935749549
104.0,property,THEFT/OTHER,midnight,others,1.0,6.0,2023,4.0,Wednesday,38.900195113,-76.9908927027
303.0,property,THEFT/OTHER,evening,others,3.0,1.0,2023,8.0,Sunday,38.9172612211,-77.0408237172
207.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,5.0,Saturday,38.9051969682,-77.0408588935
305.0,violent,ROBBERY,midnight,gun,3.0,1.0,2023,1.0,Sunday,38.9162809962,-77.0280890891
301.0,property,THEFT/OTHER,midnight,others,3.0,2.0,2023,3.0,Thursday,38.9129719746,-77.0384881078
101.0,property,MOTOR VEHICLE THEFT,evening,others,1.0,6.0,2023,5.0,Monday,38.9031220639,-77.0161747625
602.0,property,THEFT/OTHER,evening,others,6.0,7.0,2023,5.0,Friday,38.8966524619,-76.94765293
406.0,property,THEFT/OTHER,midnight,others,4.0,5.0,2023,2.0,Friday,38.9534165771,-77.0014882513
602.0,property,THEFT/OTHER,day,others,6.0,7.0,2023,8.0,Tuesday,38.9041486521,-76.9337572207
206.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,10.0,Tuesday,38.9051766277,-77.0628114736
305.0,property,THEFT F/AUTO,day,others,3.0,1.0,2023,1.0,Thursday,38.9169927779,-77.0275704771
402.0,violent,ROBBERY,day,gun,4.0,4.0,2023,3.0,Thursday,38.9629631862,-77.0224536822
209.0,property,THEFT F/AUTO,midnight,others,2.0,2.0,2023,2.0,Monday,38.9008594129,-77.0249934235
302.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,4.0,Thursday,38.9303401818,-77.0380015594
603.0,property,MOTOR VEHICLE THEFT,evening,others,6.0,7.0,2023,7.0,Sunday,38.888412303,-76.9502853636
308.0,property,THEFT/OTHER,day,others,3.0,2.0,2023,4.0,Sunday,38.9135624135,-77.0183563731
202.0,property,THEFT/OTHER,day,others,2.0,3.0,2023,7.0,Thursday,38.9483570552,-77.0799373128
502.0,property,MOTOR VEHICLE THEFT,day,others,5.0,5.0,2023,8.0,Friday,38.9257594339,-77.0041492268
502.0,property,THEFT F/AUTO,evening,others,5.0,5.0,2023,8.0,Tuesday,38.9111150641,-77.0035739508
104.0,property,THEFT/OTHER,midnight,others,1.0,6.0,2023,8.0,Friday,38.8973348558,-77.0013047121
301.0,property,MOTOR VEHICLE THEFT,midnight,others,3.0,1.0,2023,2.0,Friday,38.9197387988,-77.0333948878
407.0,property,MOTOR VEHICLE THEFT,midnight,others,4.0,4.0,2023,3.0,Wednesday,38.9502605241,-77.0272141818
401.0,property,THEFT/OTHER,day,others,4.0,4.0,2023,6.0,Friday,38.974837325,-77.0143330525
107.0,property,MOTOR VEHICLE THEFT,evening,others,1.0,7.0,2023,6.0,Friday,38.8833207415,-76.9781361301
302.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,6.0,Wednesday,38.9303401818,-77.0380015594
202.0,property,THEFT/OTHER,day,others,2.0,3.0,2023,6.0,Sunday,38.949245201,-77.0803031975
703.0,violent,ROBBERY,day,knife,7.0,8.0,2023,6.0,Tuesday,38.8622790504,-76.9948841876
303.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,1.0,Monday,38.9172591466,-77.0408312112
505.0,property,THEFT/OTHER,day,others,5.0,5.0,2023,5.0,Wednesday,38.9215811022,-76.9937613603
503.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,5.0,2023,6.0,Wednesday,38.9350726407,-76.9731722328
101.0,property,THEFT F/AUTO,evening,others,1.0,6.0,2023,3.0,Thursday,38.9037254238,-77.0175583548
106.0,property,THEFT/OTHER,evening,others,1.0,8.0,2023,7.0,Monday,38.8756836711,-77.0005531647
307.0,property,THEFT/OTHER,evening,others,3.0,2.0,2023,3.0,Sunday,38.9049039473,-77.0259863335
406.0,property,MOTOR VEHICLE THEFT,evening,others,4.0,5.0,2023,5.0,Sunday,38.9525427805,-76.9990424547
505.0,property,THEFT/OTHER,evening,others,5.0,5.0,2023,9.0,Monday,38.9201570109,-76.9903059701
307.0,property,THEFT F/AUTO,evening,others,3.0,2.0,2023,6.0,Sunday,38.9056415243,-77.0305636569
501.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,6.0,2023,1.0,Tuesday,38.9060417408,-77.0058914055
208.0,property,THEFT/OTHER,day,others,2.0,2.0,2023,5.0,Friday,38.9060518253,-77.0434534469
604.0,property,MOTOR VEHICLE THEFT,day,others,6.0,7.0,2023,5.0,Saturday,38.888582737,-76.9191657108
503.0,property,THEFT F/AUTO,evening,others,5.0,5.0,2023,2.0,Sunday,38.9221497446,-76.9566059346
208.0,property,THEFT F/AUTO,evening,others,2.0,2.0,2023,4.0,Sunday,38.9099253533,-77.043617224
406.0,property,MOTOR VEHICLE THEFT,evening,others,4.0,5.0,2023,8.0,Sunday,38.9540238872,-76.9970686968
106.0,property,MOTOR VEHICLE THEFT,evening,others,1.0,8.0,2023,7.0,Thursday,38.8755585787,-77.0058639965
501.0,property,MOTOR VEHICLE THEFT,midnight,others,5.0,5.0,2023,9.0,Saturday,38.9097425957,-77.0065945976
209.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,5.0,Friday,38.8973371493,-77.0249691339
308.0,property,THEFT F/AUTO,evening,others,3.0,5.0,2023,3.0,Monday,38.9139319154,-77.0173071977
101.0,property,THEFT F/AUTO,day,others,1.0,2.0,2023,1.0,Sunday,38.8967067715,-77.0239775344
307.0,property,THEFT/OTHER,evening,others,3.0,2.0,2023,7.0,Wednesday,38.9106523184,-77.0280831828
102.0,property,THEFT/OTHER,evening,others,1.0,6.0,2023,3.0,Thursday,38.8971953825,-77.0083921944
106.0,property,THEFT F/AUTO,evening,others,1.0,8.0,2023,9.0,Tuesday,38.8805191094,-77.0045410984
607.0,violent,HOMICIDE,midnight,gun,6.0,8.0,2023,9.0,Thursday,38.8701083449,-76.9749589926
505.0,property,THEFT/OTHER,day,others,5.0,5.0,2023,6.0,Saturday,38.9163832974,-76.993761815
302.0,property,MOTOR VEHICLE THEFT,midnight,others,3.0,1.0,2023,1.0,Sunday,38.9295130123,-77.0327305535
608.0,property,THEFT F/AUTO,evening,others,6.0,7.0,2023,8.0,Wednesday,38.8932562488,-76.9274857533
108.0,property,THEFT/OTHER,day,others,1.0,6.0,2023,1.0,Sunday,38.8909248431,-76.9845887667
303.0,property,THEFT/OTHER,evening,others,3.0,1.0,2023,6.0,Sunday,38.9232304274,-77.0442365553
604.0,property,MOTOR VEHICLE THEFT,evening,others,6.0,7.0,2023,1.0,Tuesday,38.8834985163,-76.9275735826
302.0,property,THEFT/OTHER,midnight,others,3.0,1.0,2023,6.0,Sunday,38.9303401818,-77.0380015594
103.0,property,THEFT/OTHER,evening,others,1.0,6.0,2023,10.0,Thursday,38.8789711575,-77.0231296884
705.0,property,THEFT/OTHER,day,others,7.0,8.0,2023,10.0,Thursday,38.8416472905,-76.9872813232
203.0,property,THEFT F/AUTO,evening,others,2.0,3.0,2023,2.0,Wednesday,38.9346315068,-77.0697679163
105.0,property,THEFT/OTHER,day,others,1.0,6.0,2023,6.0,Wednesday,38.874646521,-77.0166407962
302.0,violent,ROBBERY,evening,others,3.0,1.0,2023,10.0,Thursday,38.9323706833,-77.0405943181
502.0,property,THEFT/OTHER,day,others,5.0,5.0,2023,3.0,Saturday,38.9114827457,-77.0065490677
207.0,property,THEFT/OTHER,day,others,2.0,2.0,2023,9.0,Monday,38.9025250378,-77.0375258276
503.0,property,THEFT F/AUTO,evening,others,5.0,5.0,2023,8.0,Saturday,38.9205357239,-76.952663139
305.0,property,THEFT F/AUTO,evening,others,3.0,1.0,2023,10.0,Thursday,38.9175562877,-77.0296206817
307.0,property,THEFT/OTHER,day,others,3.0,2.0,2023,8.0,Saturday,38.9103842884,-77.0219169019
704.0,property,THEFT F/AUTO,evening,others,7.0,8.0,2023,3.0,Monday,38.8464664585,-76.9739312626
208.0,property,BURGLARY,evening,others,2.0,2.0,2023,4.0,Tuesday,38.9096495011,-77.0332633366
106.0,property,THEFT F/AUTO,midnight,others,1.0,6.0,2023,8.0,Thursday,38.8788464615,-77.0074614853
406.0,property,THEFT F/AUTO,day,others,4.0,5.0,2023,5.0,Friday,38.9553980159,-76.9904587748
401.0,property,THEFT/OTHER,evening,others,4.0,4.0,2023,5.0,Monday,38.974837325,-77.0143330525
206.0,property,MOTOR VEHICLE THEFT,day,others,2.0,2.0,2023,5.0,Monday,38.9063375005,-77.0678148613
704.0,violent,ASSAULT W/DANGEROUS WEAPON,evening,gun,7.0,8.0,2023,5.0,Thursday,38.8523955812,-76.982316025
303.0,property,THEFT F/AUTO,evening,others,3.0,1.0,2023,9.0,Monday,38.9209935302,-77.0468820131
409.0,property,MOTOR VEHICLE THEFT,day,others,4.0,1.0,2023,5.0,Sunday,38.9282995449,-77.0212318262
501.0,property,THEFT F/AUTO,day,others,5.0,5.0,2023,8.0,Wednesday,38.907539879,-77.001404167
104.0,property,THEFT/OTHER,day,others,1.0,6.0,2023,3.0,Wednesday,38.9001954371,-76.9973139237
703.0,property,THEFT/OTHER,day,others,7.0,8.0,2023,4.0,Friday,38.8506762385,-76.9959218395
301.0,property,THEFT/OTHER,day,others,3.0,2.0,2023,7.0,Friday,38.9159303164,-77.0384747143
106.0,property,THEFT F/AUTO,day,others,1.0,6.0,2023,1.0,Friday,38.8819894392,-76.9949865019
101.0,property,THEFT F/AUTO,day,others,1.0,6.0,2023,6.0,Tuesday,38.9013202868,-77.0169237004
302.0,property,THEFT F/AUTO,evening,others,3.0,1.0,2023,5.0,Sunday,38.9267388965,-77.0311031954
203.0,property,THEFT/OTHER,evening,others,2.0,3.0,2023,9.0,Thursday,38.9361950358,-77.0588766912
705.0,property,MOTOR VEHICLE THEFT,day,others,7.0,8.0,2023,9.0,Thursday,38.8446712527,-76.9885044095
303.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,1.0,Wednesday,38.9253834458,-77.0441571648
703.0,violent,SEX ABUSE,evening,others,7.0,8.0,2023,8.0,Wednesday,38.8524499224,-76.9958687737
103.0,violent,ROBBERY,midnight,gun,1.0,6.0,2023,8.0,Wednesday,38.8774362384,-77.0198917506
505.0,property,THEFT/OTHER,evening,others,5.0,5.0,2023,8.0,Tuesday,38.9201570109,-76.9903059701
104.0,property,MOTOR VEHICLE THEFT,day,others,1.0,6.0,2023,9.0,Wednesday,38.9002011888,-76.9883083044
202.0,property,THEFT/OTHER,day,others,2.0,3.0,2023,8.0,Monday,38.9483570552,-77.0799373128
504.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,5.0,2023,8.0,Tuesday,38.9264986892,-76.9914753084
308.0,property,THEFT/OTHER,day,others,3.0,2.0,2023,8.0,Thursday,38.9072346268,-77.017556221
407.0,property,THEFT/OTHER,day,others,4.0,4.0,2023,9.0,Sunday,38.9393404182,-77.0220566052
308.0,property,THEFT/OTHER,evening,others,3.0,5.0,2023,3.0,Friday,38.9133379102,-77.0131215369
405.0,property,THEFT F/AUTO,evening,others,4.0,5.0,2023,1.0,Monday,38.9423268122,-76.9883150072
304.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,6.0,Monday,38.9210858091,-77.0307874161
106.0,property,THEFT/OTHER,day,others,1.0,6.0,2023,8.0,Friday,38.8802721044,-76.9902412534
104.0,property,THEFT/OTHER,day,others,1.0,6.0,2023,8.0,Thursday,38.8990602502,-77.0199058143
107.0,property,MOTOR VEHICLE THEFT,midnight,others,1.0,6.0,2023,3.0,Friday,38.8860342805,-76.9973259828
404.0,property,THEFT/OTHER,evening,others,4.0,4.0,2023,4.0,Sunday,38.9392078897,-77.024833849
501.0,violent,ROBBERY,evening,others,5.0,6.0,2023,8.0,Monday,38.906438329,-77.0020385991
209.0,property,THEFT/OTHER,day,others,2.0,2.0,2023,8.0,Wednesday,38.9003639656,-77.0249356086
304.0,property,MOTOR VEHICLE THEFT,midnight,others,3.0,1.0,2023,7.0,Saturday,38.9257475048,-77.0283754761
507.0,property,MOTOR VEHICLE THEFT,midnight,others,5.0,7.0,2023,7.0,Thursday,38.8954631188,-76.9829276015
207.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,6.0,Thursday,38.8983056693,-77.0405898042
605.0,violent,ROBBERY,day,gun,6.0,7.0,2023,7.0,Friday,38.8689186523,-76.9594761766
106.0,property,THEFT F/AUTO,evening,others,1.0,6.0,2023,1.0,Wednesday,38.8839172462,-77.0047139681
207.0,property,THEFT F/AUTO,evening,others,2.0,2.0,2023,4.0,Wednesday,38.9033006243,-77.0523634776
305.0,property,THEFT F/AUTO,evening,others,3.0,1.0,2023,8.0,Monday,38.9144544119,-77.0259887755
107.0,property,THEFT F/AUTO,day,others,1.0,6.0,2023,5.0,Monday,38.8845926637,-76.9915401337
208.0,property,THEFT/OTHER,midnight,others,2.0,2.0,2023,6.0,Wednesday,38.9096495011,-77.0332633366
106.0,property,THEFT/OTHER,day,others,1.0,8.0,2023,1.0,Tuesday,38.8764764112,-77.000057622
107.0,property,THEFT/OTHER,evening,others,1.0,6.0,2023,8.0,Sunday,38.8867132955,-76.9961904924
101.0,property,THEFT/OTHER,evening,others,1.0,6.0,2023,7.0,Sunday,38.8967293182,-77.0121645678
506.0,property,BURGLARY,day,others,5.0,5.0,2023,7.0,Friday,38.9157997725,-76.9797590423
208.0,violent,ROBBERY,midnight,gun,2.0,2.0,2023,9.0,Saturday,38.9084774459,-77.0400858707
604.0,property,THEFT/OTHER,evening,others,6.0,7.0,2023,6.0,Monday,38.8890893192,-76.9372616373
102.0,property,MOTOR VEHICLE THEFT,evening,others,1.0,6.0,2023,6.0,Sunday,38.8971953825,-77.0083921944
101.0,property,THEFT F/AUTO,evening,others,1.0,2.0,2023,4.0,Wednesday,38.8998062348,-77.0209236133
207.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,8.0,Thursday,38.9045490771,-77.0482123653
106.0,violent,ROBBERY,midnight,gun,1.0,6.0,2023,7.0,Sunday,38.881269444,-76.9961806749
301.0,violent,ROBBERY,midnight,gun,3.0,2.0,2023,7.0,Monday,38.9170040097,-77.0398481676
302.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,knife,3.0,1.0,2023,3.0,Friday,38.9276854339,-77.0284972249
209.0,violent,ROBBERY,day,gun,2.0,2.0,2023,4.0,Friday,38.8983097093,-77.0265257436
601.0,violent,ASSAULT W/DANGEROUS WEAPON,day,gun,6.0,7.0,2023,5.0,Friday,38.9039670503,-76.9472094663
503.0,property,THEFT/OTHER,evening,others,5.0,5.0,2023,4.0,Thursday,38.9198458716,-76.9528994141
104.0,property,MOTOR VEHICLE THEFT,evening,others,1.0,6.0,2023,7.0,Wednesday,38.9001986979,-76.9869062421
106.0,property,THEFT/OTHER,evening,others,1.0,8.0,2023,7.0,Friday,38.8755588474,-77.0074620773
206.0,property,THEFT/OTHER,day,others,2.0,2.0,2023,7.0,Tuesday,38.9076895776,-77.070976366
604.0,property,THEFT F/AUTO,evening,others,6.0,7.0,2023,3.0,Monday,38.8798904629,-76.9348955863
306.0,property,MOTOR VEHICLE THEFT,midnight,others,3.0,1.0,2023,3.0,Saturday,38.9158960584,-77.014943868
602.0,property,MOTOR VEHICLE THEFT,evening,others,6.0,7.0,2023,3.0,Saturday,38.9096704734,-76.9319859638
503.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,5.0,2023,4.0,Monday,38.9287224471,-76.9762308238
107.0,property,MOTOR VEHICLE THEFT,day,others,1.0,6.0,2023,4.0,Saturday,38.8847272604,-76.986030821
107.0,property,THEFT/OTHER,evening,others,1.0,6.0,2023,4.0,Sunday,38.8884032076,-76.9915281555
302.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,4.0,Friday,38.9341670736,-77.0427439573
704.0,property,MOTOR VEHICLE THEFT,day,others,7.0,8.0,2023,1.0,Thursday,38.8456554359,-76.972779617
304.0,property,MOTOR VEHICLE THEFT,midnight,others,3.0,1.0,2023,2.0,Tuesday,38.9231533182,-77.032093378
501.0,property,THEFT/OTHER,day,others,5.0,6.0,2023,3.0,Wednesday,38.9060417408,-77.0058914055
402.0,property,THEFT F/AUTO,day,others,4.0,4.0,2023,3.0,Wednesday,38.9637349074,-77.0346847382
209.0,property,THEFT/OTHER,midnight,others,2.0,2.0,2023,4.0,Friday,38.8983091573,-77.0288543832
203.0,property,MOTOR VEHICLE THEFT,day,others,2.0,3.0,2023,8.0,Wednesday,38.9520931885,-77.0689832119
602.0,property,THEFT/OTHER,midnight,others,6.0,7.0,2023,4.0,Tuesday,38.9060557589,-76.9280349036
305.0,property,THEFT F/AUTO,midnight,others,3.0,1.0,2023,4.0,Sunday,38.9175516538,-77.026002473
707.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,gun,7.0,8.0,2023,6.0,Friday,38.8488384767,-77.0051148492
306.0,violent,ASSAULT W/DANGEROUS WEAPON,evening,knife,3.0,1.0,2023,9.0,Monday,38.9193122316,-77.0184825066
303.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,7.0,Tuesday,38.9223290804,-77.0439294808
305.0,property,THEFT F/AUTO,midnight,others,3.0,1.0,2023,7.0,Saturday,38.9148300665,-77.0229435682
501.0,property,THEFT F/AUTO,day,others,5.0,5.0,2023,7.0,Monday,38.907539879,-77.001404167
603.0,violent,ROBBERY,day,gun,6.0,7.0,2023,1.0,Tuesday,38.8897761049,-76.9413990624
507.0,violent,ROBBERY,evening,gun,5.0,7.0,2023,3.0,Saturday,38.8979127122,-76.970834525
305.0,property,THEFT F/AUTO,midnight,others,3.0,1.0,2023,7.0,Monday,38.9170000824,-77.0307861136
603.0,property,MOTOR VEHICLE THEFT,evening,others,6.0,7.0,2023,7.0,Sunday,38.8836864504,-76.9430645451
407.0,property,THEFT/OTHER,day,others,4.0,4.0,2023,7.0,Monday,38.9421372705,-77.016266551
401.0,property,MOTOR VEHICLE THEFT,evening,others,4.0,4.0,2023,9.0,Sunday,38.982387504,-77.0265501193
208.0,property,THEFT F/AUTO,day,others,2.0,2.0,2023,7.0,Sunday,38.9091038873,-77.0466365717
206.0,property,MOTOR VEHICLE THEFT,midnight,others,2.0,2.0,2023,7.0,Tuesday,38.9052457859,-77.0575593157
106.0,property,MOTOR VEHICLE THEFT,evening,others,1.0,8.0,2023,8.0,Monday,38.8755588474,-77.0074620773
503.0,property,THEFT/OTHER,day,others,5.0,5.0,2023,4.0,Sunday,38.9232648869,-76.9517848987
405.0,violent,ROBBERY,evening,gun,4.0,5.0,2023,10.0,Wednesday,38.9428679629,-77.0021969799
104.0,property,THEFT/OTHER,evening,others,1.0,6.0,2023,10.0,Tuesday,38.9013241815,-77.0028020946
402.0,property,THEFT/OTHER,day,others,4.0,4.0,2023,10.0,Monday,38.9630814941,-77.0323259719
704.0,property,THEFT/OTHER,evening,others,7.0,8.0,2023,10.0,Sunday,38.8465377272,-76.9815533837
502.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,5.0,2023,9.0,Friday,38.9209329952,-76.9971570051
209.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,10.0,Wednesday,38.8952349608,-77.0288635145
305.0,property,THEFT/OTHER,evening,others,3.0,1.0,2023,8.0,Tuesday,38.9177624492,-77.0234458823
605.0,violent,ROBBERY,evening,gun,6.0,7.0,2023,10.0,Sunday,38.878993383,-76.9636768784
205.0,property,MOTOR VEHICLE THEFT,day,others,2.0,3.0,2023,10.0,Wednesday,38.9250634226,-77.1030277122
405.0,property,THEFT/OTHER,midnight,others,4.0,5.0,2023,10.0,Wednesday,38.9312267245,-77.013912434
106.0,property,THEFT/OTHER,day,others,1.0,8.0,2023,9.0,Wednesday,38.8764799099,-77.0000496478
606.0,property,MOTOR VEHICLE THEFT,evening,others,6.0,7.0,2023,2.0,Thursday,38.8623981158,-76.959096475
502.0,property,THEFT F/AUTO,evening,others,5.0,5.0,2023,6.0,Thursday,38.9144463982,-77.0080021864
603.0,property,THEFT F/AUTO,evening,others,6.0,7.0,2023,9.0,Saturday,38.8897870573,-76.9580556016
101.0,property,THEFT/OTHER,day,others,1.0,2.0,2023,9.0,Monday,38.8998146031,-77.0224313843
304.0,property,MOTOR VEHICLE THEFT,evening,others,3.0,1.0,2023,9.0,Tuesday,38.9264972701,-77.0243693919
307.0,property,THEFT F/AUTO,midnight,others,3.0,2.0,2023,9.0,Saturday,38.9133392196,-77.0249807319
204.0,violent,ROBBERY,day,others,2.0,3.0,2023,5.0,Tuesday,38.9361788317,-77.0732065761
208.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,5.0,Wednesday,38.9099274291,-77.0436069637
301.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,7.0,Saturday,38.9186100277,-77.035027754
303.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,1.0,Sunday,38.9238622318,-77.0408811202
507.0,property,THEFT/OTHER,midnight,others,5.0,7.0,2023,2.0,Monday,38.8979127122,-76.970834525
505.0,property,THEFT F/AUTO,evening,others,5.0,5.0,2023,4.0,Saturday,38.9222116506,-76.9931501206
204.0,property,THEFT F/AUTO,evening,others,2.0,3.0,2023,3.0,Tuesday,38.9266379484,-77.0592193883
602.0,property,MOTOR VEHICLE THEFT,day,others,6.0,7.0,2023,2.0,Thursday,38.9096630045,-76.9346839343
304.0,violent,ROBBERY,midnight,gun,3.0,1.0,2023,6.0,Friday,38.9274163965,-77.022996055
403.0,property,THEFT F/AUTO,evening,others,4.0,4.0,2023,9.0,Tuesday,38.9523880338,-77.029698146
106.0,property,THEFT/OTHER,day,others,1.0,8.0,2023,9.0,Friday,38.8770044023,-77.004353141
409.0,property,MOTOR VEHICLE THEFT,midnight,others,4.0,1.0,2023,10.0,Sunday,38.9299369878,-77.024873869
407.0,property,THEFT/OTHER,day,others,4.0,4.0,2023,1.0,Friday,38.9377314206,-77.0202080828
306.0,property,MOTOR VEHICLE THEFT,evening,others,3.0,1.0,2023,1.0,Thursday,38.9249123703,-77.0214960588
704.0,property,MOTOR VEHICLE THEFT,day,others,7.0,8.0,2023,1.0,Friday,38.8470148655,-76.9693692861
203.0,property,BURGLARY,evening,others,2.0,3.0,2023,1.0,Friday,38.9475588495,-77.0515538677
302.0,property,MOTOR VEHICLE THEFT,evening,others,3.0,1.0,2023,7.0,Thursday,38.9295168861,-77.0327298633
209.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,2.0,Monday,38.8998135505,-77.0288665199
602.0,property,THEFT/OTHER,evening,others,6.0,7.0,2023,2.0,Friday,38.8975140423,-76.9408970109
501.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,6.0,2023,7.0,Friday,38.904062872,-76.9961648129
204.0,property,THEFT/OTHER,day,others,2.0,3.0,2023,9.0,Monday,38.9241998122,-77.0519031245
501.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,6.0,2023,5.0,Friday,38.9068344754,-77.005891471
409.0,property,THEFT/OTHER,midnight,others,4.0,1.0,2023,9.0,Tuesday,38.9324249627,-77.0237155114
308.0,property,MOTOR VEHICLE THEFT,evening,others,3.0,5.0,2023,9.0,Sunday,38.9085664412,-77.0106752357
303.0,property,THEFT F/AUTO,day,others,3.0,1.0,2023,9.0,Tuesday,38.922048757,-77.0376940864
408.0,violent,ROBBERY,midnight,gun,4.0,1.0,2023,4.0,Friday,38.9367279248,-77.0352713747
205.0,property,THEFT F/AUTO,evening,others,2.0,3.0,2023,8.0,Tuesday,38.9373207243,-77.0947692656
106.0,property,THEFT F/AUTO,day,others,1.0,6.0,2023,4.0,Sunday,38.8764762417,-77.0062923183
104.0,property,THEFT/OTHER,evening,others,1.0,6.0,2023,7.0,Tuesday,38.9002033642,-76.9973048161
703.0,property,MOTOR VEHICLE THEFT,evening,others,7.0,8.0,2023,7.0,Sunday,38.8566716829,-76.9861782528
104.0,property,THEFT/OTHER,evening,others,1.0,6.0,2023,1.0,Tuesday,38.9001954371,-76.9973139237
106.0,violent,ROBBERY,midnight,gun,1.0,6.0,2023,6.0,Friday,38.8764762634,-77.0058774402
208.0,property,THEFT/OTHER,midnight,others,2.0,2.0,2023,7.0,Wednesday,38.9107534921,-77.0365190971
207.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,7.0,Saturday,38.905199041,-77.0408563583
305.0,property,THEFT F/AUTO,evening,others,3.0,1.0,2023,3.0,Monday,38.9191809983,-77.0307885541
101.0,property,MOTOR VEHICLE THEFT,day,others,1.0,2.0,2023,8.0,Saturday,38.901468993,-77.0199184759
302.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,8.0,Wednesday,38.9303437881,-77.0379923349
602.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,gun,6.0,7.0,2023,5.0,Monday,38.9005150923,-76.9434538022
607.0,violent,ROBBERY,midnight,gun,6.0,7.0,2023,4.0,Friday,38.8689113338,-76.9594845298
603.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,knife,6.0,7.0,2023,4.0,Sunday,38.8926722048,-76.9509756295
203.0,property,THEFT/OTHER,evening,others,2.0,3.0,2023,4.0,Sunday,38.9348242806,-77.0580805327
106.0,property,THEFT F/AUTO,day,others,1.0,6.0,2023,4.0,Tuesday,38.8819894392,-76.9949865019
507.0,property,MOTOR VEHICLE THEFT,midnight,others,5.0,7.0,2023,9.0,Saturday,38.8959518089,-76.9715341195
208.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,1.0,Tuesday,38.9096495011,-77.0332633366
402.0,property,THEFT/OTHER,day,others,4.0,4.0,2023,1.0,Monday,38.969448089,-77.0273138245
305.0,property,THEFT/OTHER,midnight,others,3.0,1.0,2023,8.0,Saturday,38.9175550432,-77.0319511026
209.0,violent,ROBBERY,midnight,gun,2.0,2.0,2023,5.0,Saturday,38.896733127,-77.0270439023
405.0,violent,HOMICIDE,midnight,gun,4.0,5.0,2023,7.0,Wednesday,38.933084512,-76.998286231
108.0,violent,ROBBERY,midnight,others,1.0,6.0,2023,9.0,Friday,38.8961153564,-76.9883093197
707.0,property,MOTOR VEHICLE THEFT,evening,others,7.0,8.0,2023,5.0,Monday,38.8473520666,-77.0055064122
608.0,property,THEFT F/AUTO,day,others,6.0,7.0,2023,5.0,Monday,38.8907679314,-76.9270129211
204.0,property,THEFT F/AUTO,evening,others,2.0,3.0,2023,5.0,Wednesday,38.9196589159,-77.0710447823
706.0,property,MOTOR VEHICLE THEFT,evening,others,7.0,8.0,2023,8.0,Sunday,38.8266163993,-76.9943596393
501.0,property,THEFT/OTHER,day,others,5.0,6.0,2023,7.0,Wednesday,38.9013252888,-77.0013069755
306.0,property,THEFT F/AUTO,day,others,3.0,1.0,2023,9.0,Saturday,38.9147144142,-77.018261773
303.0,property,MOTOR VEHICLE THEFT,evening,others,3.0,1.0,2023,7.0,Saturday,38.9247355075,-77.0435972216
607.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,gun,6.0,8.0,2023,6.0,Monday,38.8730950978,-76.9728152458
506.0,property,MOTOR VEHICLE THEFT,day,others,5.0,5.0,2023,2.0,Saturday,38.9011582314,-76.9837449841
303.0,violent,ROBBERY,midnight,gun,3.0,1.0,2023,8.0,Friday,38.9192017629,-77.0416813729
101.0,property,THEFT/OTHER,midnight,others,1.0,6.0,2023,9.0,Monday,38.9025202624,-77.0194173908
307.0,property,THEFT/OTHER,day,others,3.0,2.0,2023,4.0,Monday,38.9049039473,-77.0259863335
307.0,property,THEFT/OTHER,evening,others,3.0,2.0,2023,6.0,Tuesday,38.9121105144,-77.0239673778
