date,offense,offense_group,method,shift,district,ward,count
2023-04-02,MOTOR VEHICLE THEFT,property,others,evening,5.0,6.0,1
2023-04-02,MOTOR VEHICLE THEFT,property,others,evening,5.0,7.0,2
2023-04-02,MOTOR VEHICLE THEFT,property,others,evening,6.0,7.0,1
2023-04-02,MOTOR VEHICLE THEFT,property,others,evening,7.0,8.0,3
2023-04-02,MOTOR VEHICLE THEFT,property,others,midnight,4.0,4.0,1
2023-04-02,MOTOR VEHICLE THEFT,property,others,midnight,4.0,5.0,1
2023-04-02,MOTOR VEHICLE THEFT,property,others,midnight,6.0,7.0,1
2023-04-02,MOTOR VEHICLE THEFT,property,others,midnight,7.0,8.0,4
2023-04-02,ROBBERY,violent,gun,midnight,1.0,6.0,1
2023-04-02,ROBBERY,violent,gun,midnight,5.0,5.0,1
2023-04-02,THEFT F/AUTO,property,others,day,1.0,6.0,1
2023-04-02,THEFT F/AUTO,property,others,day,2.0,2.0,1
2023-04-02,THEFT F/AUTO,property,others,day,4.0,5.0,1
2023-04-02,THEFT F/AUTO,property,others,evening,1.0,6.0,2
2023-04-02,THEFT F/AUTO,property,others,midnight,2.0,2.0,1
2023-04-02,THEFT/OTHER,property,others,day,1.0,6.0,1
2023-04-02,THEFT/OTHER,property,others,day,2.0,2.0,3
2023-04-02,THEFT/OTHER,property,others,day,2.0,3.0,1
2023-04-02,THEFT/OTHER,property,others,day,3.0,1.0,2
2023-04-02,THEFT/OTHER,property,others,day,3.0,2.0,1
2023-04-02,THEFT/OTHER,property,others,day,3.0,5.0,2
2023-04-02,THEFT/OTHER,property,others,day,4.0,4.0,1
2023-04-02,THEFT/OTHER,property,others,day,6.0,7.0,3
2023-04-02,THEFT/OTHER,property,others,day,7.0,8.0,1
2023-04-02,THEFT/OTHER,property,others,evening,1.0,6.0,1
2023-04-02,THEFT/OTHER,property,others,evening,1.0,8.0,1
2023-04-02,THEFT/OTHER,property,others,evening,2.0,2.0,1
2023-04-02,THEFT/OTHER,property,others,evening,3.0,1.0,1
2023-04-02,THEFT/OTHER,property,others,evening,3.0,2.0,2
2023-04-02,THEFT/OTHER,property,others,evening,4.0,4.0,1
2023-04-02,THEFT/OTHER,property,others,evening,5.0,6.0,1
2023-04-02,THEFT/OTHER,property,others,evening,6.0,7.0,4
2023-04-02,THEFT/OTHER,property,others,evening,7.0,8.0,1
2023-04-02,THEFT/OTHER,property,others,midnight,2.0,2.0,1
2023-04-02,THEFT/OTHER,property,others,midnight,3.0,1.0,1
2023-04-02,THEFT/OTHER,property,others,midnight,5.0,5.0,1
2023-04-02,THEFT/OTHER,property,others,midnight,7.0,8.0,1
2023-04-03,ASSAULT W/DANGEROUS WEAPON,violent,gun,evening,6.0,7.0,1
2023-04-03,ASSAULT W/DANGEROUS WEAPON,violent,gun,midnight,6.0,7.0,1
2023-04-03,ASSAULT W/DANGEROUS WEAPON,violent,gun,midnight,7.0,8.0,1
2023-04-03,ASSAULT W/DANGEROUS WEAPON,violent,knife,day,7.0,8.0,1
2023-04-03,BURGLARY,property,others,day,6.0,7.0,1
2023-04-03,BURGLARY,property,others,evening,6.0,7.0,1
2023-04-03,MOTOR VEHICLE THEFT,property,others,day,3.0,1.0,1
2023-04-03,MOTOR VEHICLE THEFT,property,others,day,4.0,4.0,1
2023-04-03,MOTOR VEHICLE THEFT,property,others,day,6.0,7.0,2
2023-04-03,MOTOR VEHICLE THEFT,property,others,day,7.0,8.0,1
2023-04-03,MOTOR VEHICLE THEFT,property,others,evening,3.0,2.0,2
2023-04-03,MOTOR VEHICLE THEFT,property,others,evening,4.0,4.0,1
2023-04-03,MOTOR VEHICLE THEFT,property,others,evening,4.0,5.0,1
2023-04-03,MOTOR VEHICLE THEFT,property,others,evening,5.0,6.0,1
2023-04-03,MOTOR VEHICLE THEFT,property,others,evening,5.0,7.0,1
2023-04-03,MOTOR VEHICLE THEFT,property,others,evening,6.0,7.0,1
2023-04-03,MOTOR VEHICLE THEFT,property,others,evening,7.0,8.0,1
2023-04-03,MOTOR VEHICLE THEFT,property,others,midnight,2.0,2.0,1
2023-04-03,MOTOR VEHICLE THEFT,property,others,midnight,4.0,4.0,1
2023-04-03,MOTOR VEHICLE THEFT,property,others,midnight,5.0,5.0,1
2023-04-03,MOTOR VEHICLE THEFT,property,others,midnight,6.0,7.0,1
2023-04-03,ROBBERY,violent,gun,midnight,5.0,5.0,2
2023-04-03,ROBBERY,violent,gun,midnight,7.0,8.0,1
2023-04-03,ROBBERY,violent,others,evening,1.0,2.0,1
2023-04-03,ROBBERY,violent,others,evening,3.0,2.0,1
2023-04-03,ROBBERY,violent,others,evening,4.0,1.0,1
2023-04-03,ROBBERY,violent,others,evening,4.0,4.0,1
2023-04-03,ROBBERY,violent,others,evening,5.0,5.0,1
2023-04-03,ROBBERY,violent,others,evening,6.0,7.0,1
2023-04-03,ROBBERY,violent,others,midnight,3.0,2.0,2
2023-04-03,THEFT F/AUTO,property,others,day,1.0,6.0,1
2023-04-03,THEFT F/AUTO,property,others,day,1.0,7.0,1
2023-04-03,THEFT F/AUTO,property,others,day,2.0,3.0,1
2023-04-03,THEFT F/AUTO,property,others,day,4.0,4.0,1
2023-04-03,THEFT F/AUTO,property,others,day,5.0,5.0,2
2023-04-03,THEFT F/AUTO,property,others,day,6.0,7.0,1
2023-04-03,THEFT F/AUTO,property,others,evening,1.0,6.0,1
2023-04-03,THEFT F/AUTO,property,others,evening,3.0,1.0,1
2023-04-03,THEFT F/AUTO,property,others,evening,6.0,7.0,1
2023-04-03,THEFT F/AUTO,property,others,midnight,3.0,1.0,2
2023-04-03,THEFT/OTHER,property,knife,evening,1.0,2.0,1
2023-04-03,THEFT/OTHER,property,others,day,2.0,2.0,2
2023-04-03,THEFT/OTHER,property,others,day,2.0,3.0,1
2023-04-03,THEFT/OTHER,property,others,day,3.0,1.0,1
2023-04-03,THEFT/OTHER,property,others,day,3.0,5.0,1
2023-04-03,THEFT/OTHER,property,others,day,5.0,5.0,4
2023-04-03,THEFT/OTHER,property,others,day,5.0,6.0,2
2023-04-03,THEFT/OTHER,property,others,day,6.0,7.0,2
2023-04-03,THEFT/OTHER,property,others,day,7.0,8.0,2
2023-04-03,THEFT/OTHER,property,others,evening,2.0,2.0,1
2023-04-03,THEFT/OTHER,property,others,evening,3.0,1.0,4
2023-04-03,THEFT/OTHER,property,others,evening,4.0,4.0,2
2023-04-03,THEFT/OTHER,property,others,evening,5.0,5.0,2
2023-04-03,THEFT/OTHER,property,others,evening,5.0,6.0,1
2023-04-03,THEFT/OTHER,property,others,evening,6.0,7.0,4
2023-04-03,THEFT/OTHER,property,others,evening,7.0,8.0,1
2023-04-03,THEFT/OTHER,property,others,midnight,1.0,6.0,1
2023-04-03,THEFT/OTHER,property,others,midnight,1.0,7.0,1
2023-04-03,THEFT/OTHER,property,others,midnight,2.0,2.0,1
2023-04-03,THEFT/OTHER,property,others,midnight,3.0,1.0,2
2023-04-03,THEFT/OTHER,property,others,midnight,4.0,4.0,1
2023-04-03,THEFT/OTHER,property,others,midnight,5.0,5.0,1
2023-04-03,THEFT/OTHER,property,others,midnight,6.0,7.0,2
2023-04-04,ASSAULT W/DANGEROUS WEAPON,violent,gun,day,6.0,7.0,1
2023-04-04,ASSAULT W/DANGEROUS WEAPON,violent,gun,evening,5.0,5.0,1
2023-04-04,ASSAULT W/DANGEROUS WEAPON,violent,gun,midnight,3.0,2.0,1
2023-04-04,BURGLARY,property,others,day,2.0,2.0,1
2023-04-04,BURGLARY,property,others,day,4.0,4.0,1
2023-04-04,BURGLARY,property,others,evening,2.0,2.0,1
2023-04-04,BURGLARY,property,others,evening,3.0,1.0,2
2023-04-04,BURGLARY,property,others,midnight,1.0,6.0,1
2023-04-04,BURGLARY,property,others,midnight,3.0,1.0,1
2023-04-04,BURGLARY,property,others,midnight,3.0,2.0,1
2023-04-04,HOMICIDE,violent,gun,midnight,6.0,7.0,1
2023-04-04,HOMICIDE,violent,gun,midnight,7.0,8.0,1
2023-04-04,MOTOR VEHICLE THEFT,property,others,day,1.0,6.0,1
2023-04-04,MOTOR VEHICLE THEFT,property,others,day,2.0,3.0,1
2023-04-04,MOTOR VEHICLE THEFT,property,others,day,3.0,1.0,1
2023-04-04,MOTOR VEHICLE THEFT,property,others,day,4.0,4.0,1
2023-04-04,MOTOR VEHICLE THEFT,property,others,day,4.0,5.0,1
2023-04-04,MOTOR VEHICLE THEFT,property,others,day,5.0,5.0,4
2023-04-04,MOTOR VEHICLE THEFT,property,others,day,7.0,8.0,2
2023-04-04,MOTOR VEHICLE THEFT,property,others,evening,1.0,6.0,2
2023-04-04,MOTOR VEHICLE THEFT,property,others,evening,5.0,5.0,1
2023-04-04,MOTOR VEHICLE THEFT,property,others,evening,6.0,7.0,4
2023-04-04,MOTOR VEHICLE THEFT,property,others,evening,6.0,8.0,1
2023-04-04,MOTOR VEHICLE THEFT,property,others,evening,7.0,8.0,1
2023-04-04,MOTOR VEHICLE THEFT,property,others,midnight,2.0,3.0,1
2023-04-04,MOTOR VEHICLE THEFT,property,others,midnight,5.0,5.0,2
2023-04-04,MOTOR VEHICLE THEFT,property,others,midnight,5.0,6.0,1
2023-04-04,ROBBERY,violent,gun,day,1.0,6.0,1
2023-04-04,ROBBERY,violent,gun,day,1.0,8.0,1
2023-04-04,ROBBERY,violent,gun,evening,1.0,6.0,1
2023-04-04,ROBBERY,violent,gun,evening,5.0,7.0,1
2023-04-04,ROBBERY,violent,gun,midnight,3.0,2.0,1
2023-04-04,ROBBERY,violent,others,day,5.0,5.0,1
2023-04-04,ROBBERY,violent,others,evening,5.0,6.0,1
2023-04-04,ROBBERY,violent,others,midnight,3.0,5.0,1
2023-04-04,SEX ABUSE,violent,others,evening,3.0,5.0,1
2023-04-04,SEX ABUSE,violent,others,midnight,7.0,8.0,1
2023-04-04,THEFT F/AUTO,property,others,day,3.0,1.0,1
2023-04-04,THEFT F/AUTO,property,others,day,3.0,5.0,1
2023-04-04,THEFT F/AUTO,property,others,day,5.0,6.0,1
2023-04-04,THEFT F/AUTO,property,others,day,6.0,7.0,2
2023-04-04,THEFT F/AUTO,property,others,evening,2.0,3.0,1
2023-04-04,THEFT F/AUTO,property,others,evening,3.0,2.0,3
2023-04-04,THEFT F/AUTO,property,others,evening,4.0,4.0,2
2023-04-04,THEFT F/AUTO,property,others,evening,7.0,8.0,1
2023-04-04,THEFT F/AUTO,property,others,midnight,3.0,5.0,1
2023-04-04,THEFT F/AUTO,property,others,midnight,5.0,5.0,1
2023-04-04,THEFT/OTHER,property,gun,midnight,3.0,2.0,1
2023-04-04,THEFT/OTHER,property,others,day,1.0,6.0,1
2023-04-04,THEFT/OTHER,property,others,day,2.0,2.0,3
2023-04-04,THEFT/OTHER,property,others,day,2.0,3.0,2
2023-04-04,THEFT/OTHER,property,others,day,3.0,1.0,2
2023-04-04,THEFT/OTHER,property,others,day,4.0,4.0,3
2023-04-04,THEFT/OTHER,property,others,day,5.0,5.0,6
2023-04-04,THEFT/OTHER,property,others,day,6.0,7.0,2
2023-04-04,THEFT/OTHER,property,others,day,6.0,8.0,1
2023-04-04,THEFT/OTHER,property,others,day,7.0,8.0,1
2023-04-04,THEFT/OTHER,property,others,evening,1.0,6.0,2
2023-04-04,THEFT/OTHER,property,others,evening,2.0,2.0,3
2023-04-04,THEFT/OTHER,property,others,evening,2.0,3.0,1
2023-04-04,THEFT/OTHER,property,others,evening,3.0,1.0,2
2023-04-04,THEFT/OTHER,property,others,evening,4.0,4.0,1
2023-04-04,THEFT/OTHER,property,others,evening,5.0,5.0,5
2023-04-04,THEFT/OTHER,property,others,evening,5.0,7.0,1
2023-04-04,THEFT/OTHER,property,others,evening,6.0,7.0,2
2023-04-04,THEFT/OTHER,property,others,midnight,2.0,2.0,2
2023-04-04,THEFT/OTHER,property,others,midnight,2.0,3.0,1
2023-04-04,THEFT/OTHER,property,others,midnight,3.0,1.0,3
2023-04-04,THEFT/OTHER,property,others,midnight,4.0,5.0,1
2023-04-05,ASSAULT W/DANGEROUS WEAPON,violent,gun,evening,4.0,4.0,1
2023-04-05,ASSAULT W/DANGEROUS WEAPON,violent,gun,midnight,6.0,7.0,2
2023-04-05,ASSAULT W/DANGEROUS WEAPON,violent,knife,evening,3.0,5.0,1
2023-04-05,ASSAULT W/DANGEROUS WEAPON,violent,others,midnight,7.0,8.0,1
2023-04-05,BURGLARY,property,others,day,3.0,1.0,1
2023-04-05,BURGLARY,property,others,day,6.0,7.0,1
2023-04-05,BURGLARY,property,others,evening,2.0,2.0,1
2023-04-05,BURGLARY,property,others,evening,5.0,5.0,1
2023-04-05,BURGLARY,property,others,midnight,3.0,1.0,1
2023-04-05,BURGLARY,property,others,midnight,5.0,5.0,1
2023-04-05,HOMICIDE,violent,others,midnight,7.0,8.0,1
2023-04-05,MOTOR VEHICLE THEFT,property,others,day,1.0,8.0,1
2023-04-05,MOTOR VEHICLE THEFT,property,others,day,3.0,1.0,1
2023-04-05,MOTOR VEHICLE THEFT,property,others,day,3.0,8.0,1
2023-04-05,MOTOR VEHICLE THEFT,property,others,day,6.0,7.0,3
2023-04-05,MOTOR VEHICLE THEFT,property,others,day,7.0,8.0,1
2023-04-05,MOTOR VEHICLE THEFT,property,others,evening,3.0,2.0,1
2023-04-05,MOTOR VEHICLE THEFT,property,others,evening,4.0,4.0,1
2023-04-05,MOTOR VEHICLE THEFT,property,others,evening,5.0,5.0,1
2023-04-05,MOTOR VEHICLE THEFT,property,others,evening,6.0,7.0,2
2023-04-05,MOTOR VEHICLE THEFT,property,others,midnight,3.0,1.0,1
2023-04-05,MOTOR VEHICLE THEFT,property,others,midnight,4.0,4.0,1
2023-04-05,MOTOR VEHICLE THEFT,property,others,midnight,5.0,5.0,1
2023-04-05,MOTOR VEHICLE THEFT,property,others,midnight,6.0,7.0,1
2023-04-05,MOTOR VEHICLE THEFT,property,others,midnight,7.0,8.0,1
2023-04-05,ROBBERY,violent,gun,evening,3.0,2.0,1
2023-04-05,ROBBERY,violent,knife,day,7.0,8.0,1
2023-04-05,ROBBERY,violent,others,evening,7.0,8.0,1
2023-04-05,ROBBERY,violent,others,midnight,4.0,4.0,1
2023-04-05,ROBBERY,violent,others,midnight,4.0,5.0,1
2023-04-05,ROBBERY,violent,others,midnight,5.0,5.0,1
2023-04-05,THEFT F/AUTO,property,others,day,1.0,6.0,1
2023-04-05,THEFT F/AUTO,property,others,day,2.0,3.0,1
2023-04-05,THEFT F/AUTO,property,others,day,5.0,5.0,1
2023-04-05,THEFT F/AUTO,property,others,day,6.0,7.0,3
2023-04-05,THEFT F/AUTO,property,others,evening,2.0,3.0,1
2023-04-05,THEFT F/AUTO,property,others,evening,3.0,2.0,2
2023-04-05,THEFT F/AUTO,property,others,evening,5.0,5.0,1
2023-04-05,THEFT F/AUTO,property,others,evening,6.0,7.0,2
2023-04-05,THEFT F/AUTO,property,others,midnight,1.0,2.0,1
2023-04-05,THEFT F/AUTO,property,others,midnight,1.0,6.0,2
2023-04-05,THEFT F/AUTO,property,others,midnight,5.0,7.0,1
2023-04-05,THEFT F/AUTO,property,others,midnight,6.0,7.0,1
2023-04-05,THEFT/OTHER,property,gun,evening,4.0,4.0,1
2023-04-05,THEFT/OTHER,property,others,day,1.0,6.0,2
2023-04-05,THEFT/OTHER,property,others,day,2.0,2.0,2
2023-04-05,THEFT/OTHER,property,others,day,2.0,3.0,1
2023-04-05,THEFT/OTHER,property,others,day,3.0,1.0,3
2023-04-05,THEFT/OTHER,property,others,day,4.0,4.0,1
2023-04-05,THEFT/OTHER,property,others,day,5.0,5.0,1
2023-04-05,THEFT/OTHER,property,others,day,5.0,6.0,1
2023-04-05,THEFT/OTHER,property,others,day,6.0,7.0,1
2023-04-05,THEFT/OTHER,property,others,evening,1.0,2.0,1
2023-04-05,THEFT/OTHER,property,others,evening,1.0,6.0,1
2023-04-05,THEFT/OTHER,property,others,evening,2.0,2.0,5
2023-04-05,THEFT/OTHER,property,others,evening,3.0,1.0,5
2023-04-05,THEFT/OTHER,property,others,evening,4.0,4.0,1
2023-04-05,THEFT/OTHER,property,others,evening,5.0,5.0,1
2023-04-05,THEFT/OTHER,property,others,evening,6.0,7.0,1
2023-04-05,THEFT/OTHER,property,others,evening,7.0,8.0,1
2023-04-05,THEFT/OTHER,property,others,midnight,3.0,1.0,1
2023-04-05,THEFT/OTHER,property,others,midnight,3.0,2.0,3
2023-04-05,THEFT/OTHER,property,others,midnight,4.0,4.0,2
2023-04-05,THEFT/OTHER,property,others,midnight,7.0,8.0,1
2023-04-06,ASSAULT W/DANGEROUS WEAPON,violent,gun,day,3.0,5.0,1
2023-04-06,ASSAULT W/DANGEROUS WEAPON,violent,knife,evening,2.0,2.0,1
2023-04-06,ASSAULT W/DANGEROUS WEAPON,violent,knife,midnight,5.0,5.0,1
2023-04-06,ASSAULT W/DANGEROUS WEAPON,violent,others,midnight,7.0,8.0,1
2023-04-06,BURGLARY,property,others,day,3.0,1.0,1
2023-04-06,BURGLARY,property,others,evening,5.0,5.0,1
2023-04-06,BURGLARY,property,others,evening,7.0,8.0,1
2023-04-06,BURGLARY,property,others,midnight,3.0,1.0,1
2023-04-06,MOTOR VEHICLE THEFT,property,others,day,1.0,6.0,3
2023-04-06,MOTOR VEHICLE THEFT,property,others,day,6.0,8.0,1
2023-04-06,MOTOR VEHICLE THEFT,property,others,day,7.0,8.0,1
2023-04-06,MOTOR VEHICLE THEFT,property,others,evening,1.0,6.0,3
2023-04-06,MOTOR VEHICLE THEFT,property,others,evening,1.0,7.0,1
2023-04-06,MOTOR VEHICLE THEFT,property,others,evening,5.0,5.0,1
2023-04-06,MOTOR VEHICLE THEFT,property,others,evening,6.0,7.0,1
2023-04-06,MOTOR VEHICLE THEFT,property,others,evening,6.0,8.0,1
2023-04-06,MOTOR VEHICLE THEFT,property,others,midnight,5.0,5.0,1
2023-04-06,MOTOR VEHICLE THEFT,property,others,midnight,6.0,7.0,3
2023-04-06,ROBBERY,violent,gun,day,3.0,1.0,1
2023-04-06,ROBBERY,violent,gun,evening,5.0,5.0,1
2023-04-06,ROBBERY,violent,gun,midnight,7.0,8.0,1
2023-04-06,ROBBERY,violent,knife,midnight,6.0,7.0,1
2023-04-06,ROBBERY,violent,others,evening,3.0,1.0,1
2023-04-06,ROBBERY,violent,others,evening,3.0,5.0,1
2023-04-06,ROBBERY,violent,others,evening,4.0,4.0,1
2023-04-06,ROBBERY,violent,others,evening,4.0,5.0,1
2023-04-06,ROBBERY,violent,others,midnight,1.0,6.0,1
2023-04-06,THEFT F/AUTO,property,others,day,2.0,3.0,1
2023-04-06,THEFT F/AUTO,property,others,day,3.0,1.0,1
2023-04-06,THEFT F/AUTO,property,others,day,3.0,2.0,1
2023-04-06,THEFT F/AUTO,property,others,day,4.0,4.0,2
2023-04-06,THEFT F/AUTO,property,others,day,5.0,5.0,6
2023-04-06,THEFT F/AUTO,property,others,day,6.0,7.0,1
2023-04-06,THEFT F/AUTO,property,others,evening,2.0,2.0,1
2023-04-06,THEFT F/AUTO,property,others,evening,3.0,2.0,1
2023-04-06,THEFT F/AUTO,property,others,evening,4.0,4.0,1
2023-04-06,THEFT F/AUTO,property,others,evening,6.0,7.0,1
2023-04-06,THEFT F/AUTO,property,others,evening,7.0,8.0,1
2023-04-06,THEFT F/AUTO,property,others,midnight,5.0,5.0,1
2023-04-06,THEFT/OTHER,property,others,day,1.0,6.0,2
2023-04-06,THEFT/OTHER,property,others,day,2.0,2.0,2
2023-04-06,THEFT/OTHER,property,others,day,2.0,3.0,1
2023-04-06,THEFT/OTHER,property,others,day,3.0,1.0,3
2023-04-06,THEFT/OTHER,property,others,day,3.0,2.0,1
2023-04-06,THEFT/OTHER,property,others,day,4.0,5.0,1
2023-04-06,THEFT/OTHER,property,others,day,5.0,5.0,2
2023-04-06,THEFT/OTHER,property,others,day,6.0,7.0,1
2023-04-06,THEFT/OTHER,property,others,day,7.0,8.0,2
2023-04-06,THEFT/OTHER,property,others,evening,1.0,6.0,2
2023-04-06,THEFT/OTHER,property,others,evening,2.0,2.0,1
2023-04-06,THEFT/OTHER,property,others,evening,2.0,3.0,1
2023-04-06,THEFT/OTHER,property,others,evening,3.0,1.0,2
2023-04-06,THEFT/OTHER,property,others,evening,3.0,2.0,1
2023-04-06,THEFT/OTHER,property,others,evening,4.0,4.0,1
2023-04-06,THEFT/OTHER,property,others,evening,5.0,5.0,1
2023-04-06,THEFT/OTHER,property,others,evening,7.0,8.0,1
2023-04-06,THEFT/OTHER,property,others,midnight,2.0,2.0,1
2023-04-06,THEFT/OTHER,property,others,midnight,3.0,1.0,1
2023-04-06,THEFT/OTHER,property,others,midnight,7.0,8.0,1
2023-04-07,ASSAULT W/DANGEROUS WEAPON,violent,gun,evening,7.0,8.0,1
2023-04-07,ASSAULT W/DANGEROUS WEAPON,violent,gun,midnight,5.0,5.0,1
2023-04-07,ASSAULT W/DANGEROUS WEAPON,violent,gun,midnight,7.0,8.0,1
2023-04-07,ASSAULT W/DANGEROUS WEAPON,violent,knife,evening,3.0,8.0,1
2023-04-07,BURGLARY,property,others,evening,7.0,8.0,1
2023-04-07,MOTOR VEHICLE THEFT,property,others,day,1.0,6.0,1
2023-04-07,MOTOR VEHICLE THEFT,property,others,day,3.0,1.0,3
2023-04-07,MOTOR VEHICLE THEFT,property,others,day,5.0,5.0,2
2023-04-07,MOTOR VEHICLE THEFT,property,others,evening,2.0,3.0,1
2023-04-07,MOTOR VEHICLE THEFT,property,others,evening,7.0,8.0,1
2023-04-07,MOTOR VEHICLE THEFT,property,others,midnight,1.0,6.0,2
2023-04-07,MOTOR VEHICLE THEFT,property,others,midnight,2.0,2.0,1
2023-04-07,MOTOR VEHICLE THEFT,property,others,midnight,6.0,7.0,1
2023-04-07,MOTOR VEHICLE THEFT,property,others,midnight,7.0,8.0,1
2023-04-07,ROBBERY,violent,gun,day,1.0,7.0,1
2023-04-07,ROBBERY,violent,gun,day,2.0,3.0,1
2023-04-07,ROBBERY,violent,gun,day,4.0,4.0,1
2023-04-07,ROBBERY,violent,gun,evening,1.0,6.0,1
2023-04-07,ROBBERY,violent,gun,evening,7.0,8.0,1
2023-04-07,ROBBERY,violent,gun,midnight,4.0,1.0,1
2023-04-07,ROBBERY,violent,gun,midnight,4.0,4.0,1
2023-04-07,ROBBERY,violent,others,evening,4.0,1.0,1
2023-04-07,ROBBERY,violent,others,evening,4.0,5.0,2
2023-04-07,ROBBERY,violent,others,evening,5.0,7.0,1
2023-04-07,ROBBERY,violent,others,midnight,4.0,1.0,1
2023-04-07,THEFT F/AUTO,property,others,day,1.0,6.0,1
2023-04-07,THEFT F/AUTO,property,others,day,3.0,1.0,1
2023-04-07,THEFT F/AUTO,property,others,day,4.0,1.0,1
2023-04-07,THEFT F/AUTO,property,others,day,5.0,5.0,1
2023-04-07,THEFT F/AUTO,property,others,evening,2.0,2.0,1
2023-04-07,THEFT F/AUTO,property,others,evening,3.0,1.0,1
2023-04-07,THEFT F/AUTO,property,others,evening,3.0,2.0,2
2023-04-07,THEFT F/AUTO,property,others,evening,4.0,4.0,1
2023-04-07,THEFT F/AUTO,property,others,evening,6.0,7.0,1
2023-04-07,THEFT F/AUTO,property,others,evening,6.0,8.0,1
2023-04-07,THEFT F/AUTO,property,others,midnight,1.0,6.0,1
2023-04-07,THEFT F/AUTO,property,others,midnight,2.0,2.0,1
2023-04-07,THEFT F/AUTO,property,others,midnight,3.0,1.0,1
2023-04-07,THEFT/OTHER,property,others,day,2.0,2.0,2
2023-04-07,THEFT/OTHER,property,others,day,3.0,1.0,1
2023-04-07,THEFT/OTHER,property,others,day,4.0,4.0,1
2023-04-07,THEFT/OTHER,property,others,day,5.0,5.0,2
2023-04-07,THEFT/OTHER,property,others,day,6.0,7.0,1
2023-04-07,THEFT/OTHER,property,others,evening,2.0,3.0,2
2023-04-07,THEFT/OTHER,property,others,evening,3.0,1.0,1
2023-04-07,THEFT/OTHER,property,others,evening,3.0,2.0,1
2023-04-07,THEFT/OTHER,property,others,evening,3.0,5.0,1
2023-04-07,THEFT/OTHER,property,others,evening,5.0,5.0,2
2023-04-07,THEFT/OTHER,property,others,evening,5.0,6.0,1
2023-04-07,THEFT/OTHER,property,others,evening,5.0,7.0,2
2023-04-07,THEFT/OTHER,property,others,evening,6.0,7.0,3
2023-04-07,THEFT/OTHER,property,others,evening,7.0,8.0,1
2023-04-07,THEFT/OTHER,property,others,midnight,1.0,6.0,2
2023-04-07,THEFT/OTHER,property,others,midnight,3.0,1.0,2
2023-04-07,THEFT/OTHER,property,others,midnight,4.0,1.0,1
2023-04-07,THEFT/OTHER,property,others,midnight,5.0,5.0,1
2023-04-07,THEFT/OTHER,property,others,midnight,7.0,8.0,1
2023-04-08,ASSAULT W/DANGEROUS WEAPON,violent,gun,day,5.0,5.0,1
2023-04-08,ASSAULT W/DANGEROUS WEAPON,violent,gun,midnight,4.0,4.0,1
2023-04-08,ASSAULT W/DANGEROUS WEAPON,violent,gun,midnight,7.0,8.0,1
2023-04-08,ASSAULT W/DANGEROUS WEAPON,violent,knife,midnight,7.0,8.0,1
2023-04-08,BURGLARY,property,others,day,3.0,5.0,1
2023-04-08,BURGLARY,property,others,evening,3.0,1.0,1
2023-04-08,BURGLARY,property,others,midnight,4.0,4.0,1
2023-04-08,HOMICIDE,violent,gun,midnight,6.0,7.0,1
2023-04-08,MOTOR VEHICLE THEFT,property,others,day,1.0,7.0,1
2023-04-08,MOTOR VEHICLE THEFT,property,others,day,3.0,5.0,1
2023-04-08,MOTOR VEHICLE THEFT,property,others,day,5.0,7.0,1
2023-04-08,MOTOR VEHICLE THEFT,property,others,day,6.0,7.0,2
2023-04-08,MOTOR VEHICLE THEFT,property,others,evening,2.0,3.0,1
2023-04-08,MOTOR VEHICLE THEFT,property,others,evening,3.0,1.0,1
2023-04-08,MOTOR VEHICLE THEFT,property,others,evening,4.0,1.0,1
2023-04-08,MOTOR VEHICLE THEFT,property,others,evening,4.0,5.0,1
2023-04-08,MOTOR VEHICLE THEFT,property,others,evening,5.0,6.0,1
2023-04-08,MOTOR VEHICLE THEFT,property,others,midnight,3.0,1.0,1
2023-04-08,MOTOR VEHICLE THEFT,property,others,midnight,3.0,2.0,1
2023-04-08,MOTOR VEHICLE THEFT,property,others,midnight,5.0,5.0,2
2023-04-08,MOTOR VEHICLE THEFT,property,others,midnight,6.0,7.0,4
2023-04-08,MOTOR VEHICLE THEFT,property,others,midnight,6.0,8.0,1
2023-04-08,MOTOR VEHICLE THEFT,property,others,midnight,7.0,8.0,2
2023-04-08,ROBBERY,violent,gun,day,1.0,8.0,1
2023-04-08,ROBBERY,violent,gun,day,2.0,2.0,1
2023-04-08,ROBBERY,violent,gun,day,4.0,5.0,1
2023-04-08,ROBBERY,violent,gun,evening,3.0,2.0,1
2023-04-08,ROBBERY,violent,gun,midnight,1.0,7.0,1
2023-04-08,ROBBERY,violent,gun,midnight,2.0,2.0,2
2023-04-08,ROBBERY,violent,gun,midnight,3.0,1.0,2
2023-04-08,ROBBERY,violent,gun,midnight,3.0,2.0,1
2023-04-08,ROBBERY,violent,gun,midnight,5.0,5.0,2
2023-04-08,ROBBERY,violent,knife,evening,6.0,7.0,1
2023-04-08,ROBBERY,violent,others,midnight,3.0,2.0,1
2023-04-08,THEFT F/AUTO,property,others,day,1.0,6.0,4
2023-04-08,THEFT F/AUTO,property,others,day,1.0,7.0,1
2023-04-08,THEFT F/AUTO,property,others,day,3.0,1.0,2
2023-04-08,THEFT F/AUTO,property,others,day,6.0,7.0,2
2023-04-08,THEFT F/AUTO,property,others,evening,3.0,1.0,1
2023-04-08,THEFT F/AUTO,property,others,evening,5.0,5.0,1
